cell,g_cell
ND2D0P67HVT,g_ND2
ND2D1,g_ND2
ND2D1HVT,g_ND2
ND2D1P33,g_ND2
ND2D1P33HVT,g_ND2
ND2D1T6,g_ND2
ND2D1T6TOT,g_ND2
ND2D1T6TOT_GD,g_ND2
ND2D2,g_ND2
ND2D2HVT,g_ND2
ND2D2T6,g_ND2
ND2D2_S,g_ND2
ND2D3,g_ND2
ND2D3HVT,g_ND2
ND2D3T6,g_ND2
ND2D4,g_ND2
ND2D4HVT,g_ND2
ND2D4T6,g_ND2
ND2D6T6,g_ND2
ND2D8,g_ND2
ND2D8T6,g_ND2
ND3CS1D0P67HVT,g_ND3
ND3CS1D1HVT,g_ND3
ND3CS1D2,g_ND3
ND3CS2D0P67HVT,g_ND3
ND3CS2D1,g_ND3
ND3CS2D1HVT,g_ND3
ND3CS2D1P33,g_ND3
ND3CS2D2,g_ND3
ND3CS2D2HVT,g_ND3
ND3CS2D4HVT,g_ND3
ND3CS3D0P67HVT,g_ND3
ND3CS3D1,g_ND3
ND3CS3D1HVT,g_ND3
ND3CS3D2,g_ND3
ND3CS3D6HVT,g_ND3
ND3D0P67,g_ND3
ND3D1,g_ND3
ND3D1HVT,g_ND3
ND3D1T6,g_ND3
ND3D2,g_ND3
ND3D2T6,g_ND3
ND3D3,g_ND3
ND3D3T6,g_ND3
ND3D4,g_ND3
ND3D4T6,g_ND3
ND3D6,g_ND3
ND3D6T6,g_ND3
ND4CS1D1HVT,g_ND4
ND4CS1D1_S,g_ND4
ND4CS2D1HVT,g_ND4
ND4CS2D1_S,g_ND4
ND4CS2D2HVT,g_ND4
ND4CS3D0P67HVT,g_ND4
ND4CS3D1HVT,g_ND4
ND4CS3D1_S,g_ND4
ND4D0P67,g_ND4
ND4D1,g_ND4
ND4D12T6,g_ND4
ND4D1HVT,g_ND4
ND4D1T6,g_ND4
ND4D1T6HLT_S,g_ND4
ND4D1T6SB,g_ND4
ND4D1T6VHT_S,g_ND4
ND4D1_S,g_ND4
ND4D2,g_ND4
ND4D2HVT,g_ND4
ND4D2T6,g_ND4
ND4D3,g_ND4
ND4D3T6,g_ND4
ND4D4T6,g_ND4
ND4D6T6,g_ND4
ND4D8,g_ND4
NOR2X2,g_NR2
NOR3X4,g_NR3
NR2CS1D1P33,g_NR2
NR2CS1D1P33HVT,g_NR2
NR2CS1D2,g_NR2
NR2CS1D2HVT,g_NR2
NR2CS1D2_S,g_NR2
NR2CS1D3HVT,g_NR2
NR2CS1D4HVT,g_NR2
NR2CS2D0P67,g_NR2
NR2CS2D0P67HVT,g_NR2
NR2CS2D1HVT,g_NR2
NR2CS2D2HVT,g_NR2
NR2CS2D2_S,g_NR2
NR2CS2D3,g_NR2
NR2CS2D3HVT,g_NR2
NR2CS2D4HVT,g_NR2
NR2CS3D0P67,g_NR2
NR2CS3D0P67HVT,g_NR2
NR2CS3D1,g_NR2
NR2CS3D1HVT,g_NR2
NR2CS3D1P33,g_NR2
NR2CS3D1P33HVT,g_NR2
NR2CS3D2HVT,g_NR2
NR2CS3D2_S,g_NR2
NR2CS3D3,g_NR2
NR2CS3D4HVT,g_NR2
NR2CS3D8HVT,g_NR2
NR2D0P67,g_NR2
NR2D0P67HVT,g_NR2
NR2D1,g_NR2
NR2D1HVT,g_NR2
NR2D1P33,g_NR2
NR2D1P33HVT,g_NR2
NR2D1T6,g_NR2
NR2D2,g_NR2
NR2D2HVT,g_NR2
NR2D2T6,g_NR2
NR2D2_S,g_NR2
NR2D3,g_NR2
NR2D3HVT,g_NR2
NR2D3T6,g_NR2
NR2D4,g_NR2
NR2D4HVT,g_NR2
NR2D4T6,g_NR2
NR2D8,g_NR2
NR2D8HVT,g_NR2
NR2D8T6,g_NR2
NR3CS1D0P67,g_NR3
NR3CS1D0P67HVT,g_NR3
NR3CS1D1HVT,g_NR3
NR3CS1D1_S,g_NR3
NR3CS2D0P67HVT,g_NR3
NR3CS2D1HVT,g_NR3
NR3CS2D1P33,g_NR3
NR3CS2D1P33HVT,g_NR3
NR3CS2D1_S,g_NR3
NR3CS3D0P67HVT,g_NR3
NR3CS3D1HVT,g_NR3
NR3CS3D1P33HVT,g_NR3
NR3CS3D1_S,g_NR3
NR3CS3D2HVT,g_NR3
NR3D0P67,g_NR3
NR3D0P67HVT,g_NR3
NR3D1,g_NR3
NR3D1HVT,g_NR3
NR3D1P33,g_NR3
NR3D1T6,g_NR3
NR3D1_S,g_NR3
NR3D2,g_NR3
NR3D2T6,g_NR3
NR3D3,g_NR3
NR3D3T6,g_NR3
NR3D6,g_NR3
NR3D6T6,g_NR3
NR3D8,g_NR3
NR3D8T6,g_NR3
NR4CS1D0P67HVT,g_NR4
NR4CS1D1HVT,g_NR4
NR4CS1D1P33HVT,g_NR4
NR4CS2D0P67,g_NR4
NR4CS2D0P67HVT,g_NR4
NR4CS2D1HVT,g_NR4
NR4CS2D1P33HVT,g_NR4
NR4CS3D0P67,g_NR4
NR4CS3D0P67HVT,g_NR4
NR4CS3D1P33HVT,g_NR4
NR4D0P67,g_NR4
NR4D0P67HVT,g_NR4
NR4D1,g_NR4
NR4D1HVT,g_NR4
NR4D1P33,g_NR4
NR4D1P33HVT,g_NR4
NR4D1T6,g_NR4
NR4D2,g_NR4
NR4D2T6,g_NR4
NR4D3,g_NR4
NR4D3T6,g_NR4
NR4D4,g_NR4
NR4D4T6,g_NR4
NR4D6,g_NR4
NR4D8,g_NR4
NVT_CKBFABRICD20,g_CKB
NVT_CKBFABRICD32,g_CKB
NVT_CKLNCNQD2,g_CKLNCNQ
NVT_CKLNCNQD2T6,g_CKLNCNQ
NVT_CKLNCNQV6D2T6,g_CKLNCNQ
NVT_CKNFABRICD20,g_CKN
NVT_CKNFABRICD24,g_CKN
NVT_CKNFABRICD32,g_CKN
NVT_RES2D_M0X20M1X20M2X20M3X20M4X20,g_RES2
NV_BLKBOX_BUFFER,g_BLKBOX_BUFFER
NV_BLKBOX_SINK,g_BLKBOX_SINK
NV_BLKBOX_SRC0,g_BLKBOX_SRC0
NV_BLKBOX_SRC1,g_BLKBOX_SRC1
NV_CLK_buffer4_X8,g_CKB
NV_DCAPTESTT6,g_DCAPTEST
NV_INVTCD4,g_INVTC
NV_INVTCD4HVT,g_INVTC
NV_INVTCD4T6HVT,g_INVTC
NV_PLACEHOLDER_ISINKT6,g_AN2
OA211CS1D1T6,g_OA211
OA211CS1D2HVT,g_OA211
OA211CS1D2T6,g_OA211
OA211CS1D3T6,g_OA211
OA211CS1D4T6,g_OA211
OA211CS1D6T6,g_OA211
OA211CS2D0P67HVT,g_OA211
OA211CS2D1T6,g_OA211
OA211CS2D2HVT,g_OA211
OA211CS2D2T6,g_OA211
OA211CS2D3T6,g_OA211
OA211CS2D4T6,g_OA211
OA211CS2D6T6,g_OA211
OA211CS3D0P67HVT,g_OA211
OA211CS3D1T6,g_OA211
OA211CS3D2HVT,g_OA211
OA211CS3D2T6,g_OA211
OA211CS3D3T6,g_OA211
OA211CS3D4T6,g_OA211
OA211CS3D6T6,g_OA211
OA211D0P67,g_OA211
OA211D1,g_OA211
OA211D2,g_OA211
OA211D2HVT,g_OA211
OA211D3T6,g_OA211
OA211D4T6,g_OA211
OA211D6T6,g_OA211
OA211V2CS1D1T6,g_OA211
OA211V2CS1D4T6,g_OA211
OA211V2CS1D6T6,g_OA211
OA211V2CS2D1T6,g_OA211
OA211V2CS2D4T6,g_OA211
OA211V2CS2D6T6,g_OA211
OA211V2CS3D1T6,g_OA211
OA211V2CS3D4T6,g_OA211
OA211V2CS3D6T6,g_OA211
OA211V2D1T6,g_OA211
OA211V2D4T6,g_OA211
OA211V2D6T6,g_OA211
OA21CS1D0P67HVT,g_OA21
OA21CS1D1HVT,g_OA21
OA21CS1D1T6,g_OA21
OA21CS1D2T6,g_OA21
OA21CS1D3T6,g_OA21
OA21CS1D4T6,g_OA21
OA21CS1D6T6,g_OA21
OA21CS2D0P67HVT,g_OA21
OA21CS2D1HVT,g_OA21
OA21CS2D1T6,g_OA21
OA21CS2D2T6,g_OA21
OA21CS2D3T6,g_OA21
OA21CS2D4T6,g_OA21
OA21CS2D6T6,g_OA21
OA21CS3D0P67,g_OA21
OA21CS3D0P67HVT,g_OA21
OA21CS3D1HVT,g_OA21
OA21CS3D2T6,g_OA21
OA21CS3D3T6,g_OA21
OA21CS3D4T6,g_OA21
OA21CS3D6T6,g_OA21
OA21D0P67,g_OA21
OA21D0P67HVT,g_OA21
OA21D1,g_OA21
OA21D1HVT,g_OA21
OA21D1T6,g_OA21
OA21D2,g_OA21
OA21D2T6,g_OA21
OA21D3T6,g_OA21
OA21D4,g_OA21
OA21D4T6,g_OA21
OA21D6T6,g_OA21
OA221CS1D1T6,g_OA221
OA221CS1D2T6,g_OA221
OA221CS1D3T6,g_OA221
OA221CS1D4T6,g_OA221
OA221CS1D6T6,g_OA221
OA221CS2D1T6,g_OA221
OA221CS2D2T6,g_OA221
OA221CS2D3T6,g_OA221
OA221CS2D4T6,g_OA221
OA221CS2D6T6,g_OA221
OA221CS3D1T6,g_OA221
OA221CS3D2T6,g_OA221
OA221CS3D3T6,g_OA221
OA221CS3D4T6,g_OA221
OA221CS3D6T6,g_OA221
OA221D0P67,g_OA221
OA221D2T6,g_OA221
OA221D3T6,g_OA221
OA221D4T6,g_OA221
OA221D6T6,g_OA221
OA22CS1D1T6,g_OA22
OA22CS1D2T6,g_OA22
OA22CS1D3T6,g_OA22
OA22CS1D4T6,g_OA22
OA22CS1D6T6,g_OA22
OA22CS2D1T6,g_OA22
OA22CS2D2T6,g_OA22
OA22CS2D3T6,g_OA22
OA22CS2D4T6,g_OA22
OA22CS2D6T6,g_OA22
OA22CS3D1T6,g_OA22
OA22CS3D2T6,g_OA22
OA22CS3D3T6,g_OA22
OA22CS3D4T6,g_OA22
OA22CS3D6T6,g_OA22
OA22D1,g_OA22
OA22D1T6,g_OA22
OA22D2,g_OA22
OA22D3T6,g_OA22
OA22D4,g_OA22
OA22D6T6,g_OA22
OA31CS1D0P67HVT,g_OA31
OA31CS1D1T6,g_OA31
OA31CS1D2T6,g_OA31
OA31CS1D3T6,g_OA31
OA31CS1D4T6,g_OA31
OA31CS1D6T6,g_OA31
OA31CS2D1HVT,g_OA31
OA31CS2D1T6,g_OA31
OA31CS2D2T6,g_OA31
OA31CS2D3T6,g_OA31
OA31CS2D4T6,g_OA31
OA31CS2D6T6,g_OA31
OA31CS3D1T6,g_OA31
OA31CS3D2T6,g_OA31
OA31CS3D3T6,g_OA31
OA31CS3D4T6,g_OA31
OA31CS3D6T6,g_OA31
OA31D1,g_OA31
OA31D1HVT,g_OA31
OA31D1T6,g_OA31
OA31D2,g_OA31
OA31D2T6,g_OA31
OA31D3T6,g_OA31
OA31D4T6,g_OA31
OA31D6T6,g_OA31
OAI211CS1D0P67,g_OAI211
OAI211CS1D0P67HVT,g_OAI211
OAI211CS1D1HVT,g_OAI211
OAI211CS1D2HVT,g_OAI211
OAI211CS1D2T6,g_OAI211
OAI211CS1D3T6,g_OAI211
OAI211CS1D4T6,g_OAI211
OAI211CS1D6T6,g_OAI211
OAI211CS2D0P67HVT,g_OAI211
OAI211CS2D1,g_OAI211
OAI211CS2D1HVT,g_OAI211
OAI211CS2D2T6,g_OAI211
OAI211CS2D3T6,g_OAI211
OAI211CS2D4T6,g_OAI211
OAI211CS2D6T6,g_OAI211
OAI211CS3D0P67,g_OAI211
OAI211CS3D0P67HVT,g_OAI211
OAI211CS3D1HVT,g_OAI211
OAI211CS3D2HVT,g_OAI211
OAI211CS3D2T6,g_OAI211
OAI211CS3D3T6,g_OAI211
OAI211CS3D4T6,g_OAI211
OAI211CS3D6T6,g_OAI211
OAI211D0P67,g_OAI211
OAI211D0P67HVT,g_OAI211
OAI211D1,g_OAI211
OAI211D1HVT,g_OAI211
OAI211D1P33,g_OAI211
OAI211D1P33HVT,g_OAI211
OAI211D1T6,g_OAI211
OAI211D2,g_OAI211
OAI211D2HVT,g_OAI211
OAI211D2T6,g_OAI211
OAI211D3,g_OAI211
OAI211D3T6,g_OAI211
OAI211D4,g_OAI211
OAI211D4T6,g_OAI211
OAI211D6,g_OAI211
OAI21CS1D0P67,g_OAI21
OAI21CS1D0P67HVT,g_OAI21
OAI21CS1D1,g_OAI21
OAI21CS1D1HVT,g_OAI21
OAI21CS1D1P33,g_OAI21
OAI21CS1D1P33HVT,g_OAI21
OAI21CS1D2,g_OAI21
OAI21CS1D2HVT,g_OAI21
OAI21CS1D3T6,g_OAI21
OAI21CS1D4HVT,g_OAI21
OAI21CS1D4T6,g_OAI21
OAI21CS1D6T6,g_OAI21
OAI21CS2D0P67,g_OAI21
OAI21CS2D0P67HVT,g_OAI21
OAI21CS2D1,g_OAI21
OAI21CS2D1HVT,g_OAI21
OAI21CS2D1P33,g_OAI21
OAI21CS2D1P33HVT,g_OAI21
OAI21CS2D2,g_OAI21
OAI21CS2D2HVT,g_OAI21
OAI21CS2D3T6,g_OAI21
OAI21CS2D4T6,g_OAI21
OAI21CS2D6T6,g_OAI21
OAI21CS3D0P67HVT,g_OAI21
OAI21CS3D1,g_OAI21
OAI21CS3D1HVT,g_OAI21
OAI21CS3D1P33HVT,g_OAI21
OAI21CS3D2,g_OAI21
OAI21CS3D2HVT,g_OAI21
OAI21CS3D3,g_OAI21
OAI21CS3D4HVT,g_OAI21
OAI21CS3D4T6,g_OAI21
OAI21CS3D6T6,g_OAI21
OAI21D0P67,g_OAI21
OAI21D0P67HVT,g_OAI21
OAI21D1,g_OAI21
OAI21D1HVT,g_OAI21
OAI21D1P33,g_OAI21
OAI21D1T6,g_OAI21
OAI21D2,g_OAI21
OAI21D2HVT,g_OAI21
OAI21D2T6,g_OAI21
OAI21D3,g_OAI21
OAI21D4,g_OAI21
OAI21D4T6,g_OAI21
OAI21D6T6,g_OAI21
OAI221CS1D1HVT,g_OAI221
OAI221CS1D1T6,g_OAI221
OAI221CS1D2HVT,g_OAI221
OAI221CS1D2T6,g_OAI221
OAI221CS1D3T6,g_OAI221
OAI221CS1D4T6,g_OAI221
OAI221CS1D6T6,g_OAI221
OAI221CS2D1HVT,g_OAI221
OAI221CS2D1T6,g_OAI221
OAI221CS2D2HVT,g_OAI221
OAI221CS2D2T6,g_OAI221
OAI221CS2D3T6,g_OAI221
OAI221CS2D4T6,g_OAI221
OAI221CS2D6T6,g_OAI221
OAI221CS3D0P67,g_OAI221
OAI221CS3D0P67HVT,g_OAI221
OAI221CS3D1HVT,g_OAI221
OAI221CS3D2HVT,g_OAI221
OAI221CS3D2T6,g_OAI221
OAI221CS3D3T6,g_OAI221
OAI221CS3D4T6,g_OAI221
OAI221CS3D6T6,g_OAI221
OAI221D0P67,g_OAI221
OAI221D1,g_OAI221
OAI221D1HVT,g_OAI221
OAI221D1T6,g_OAI221
OAI221D2HVT,g_OAI221
OAI221D2T6,g_OAI221
OAI221D3T6,g_OAI221
OAI221D4T6,g_OAI221
OAI221D6T6,g_OAI221
OAI2222CS1D1T6,g_OAI2222
OAI2222CS1D2T6,g_OAI2222
OAI2222CS2D1T6,g_OAI2222
OAI2222CS2D2T6,g_OAI2222
OAI2222CS3D1T6,g_OAI2222
OAI2222CS3D2T6,g_OAI2222
OAI2222D1T6,g_OAI2222
OAI2222D2T6,g_OAI2222
OAI222CS1D0P67HVT,g_OAI222
OAI222CS1D1HVT,g_OAI222
OAI222CS1D1T6,g_OAI222
OAI222CS1D2T6,g_OAI222
OAI222CS1D3T6,g_OAI222
OAI222CS1D4T6,g_OAI222
OAI222CS1D6T6,g_OAI222
OAI222CS2D1T6,g_OAI222
OAI222CS2D2T6,g_OAI222
OAI222CS2D3T6,g_OAI222
OAI222CS2D4T6,g_OAI222
OAI222CS2D6T6,g_OAI222
OAI222CS3D1T6,g_OAI222
OAI222CS3D2T6,g_OAI222
OAI222CS3D3T6,g_OAI222
OAI222CS3D4T6,g_OAI222
OAI222CS3D6T6,g_OAI222
OAI222D1,g_OAI222
OAI222D1HVT,g_OAI222
OAI222D1T6,g_OAI222
OAI222D2,g_OAI222
OAI222D3T6,g_OAI222
OAI222D4T6,g_OAI222
OAI222D6T6,g_OAI222
OAI222MB2P111CS1D1T6,g_OAI222
OAI222MB2P111CS2D1T6,g_OAI222
OAI222MB2P111CS3D1T6,g_OAI222
OAI222MB2P111D1T6,g_OAI222
OAI22CS1D0P67,g_OAI22
OAI22CS1D0P67HVT,g_OAI22
OAI22CS1D1HVT,g_OAI22
OAI22CS1D1P33,g_OAI22
OAI22CS1D1P33HVT,g_OAI22
OAI22CS1D2HVT,g_OAI22
OAI22CS1D3T6,g_OAI22
OAI22CS1D4T6,g_OAI22
OAI22CS1D6T6,g_OAI22
OAI22CS2D0P67,g_OAI22
OAI22CS2D0P67HVT,g_OAI22
OAI22CS2D1HVT,g_OAI22
OAI22CS2D1P33HVT,g_OAI22
OAI22CS2D2HVT,g_OAI22
OAI22CS2D2T6,g_OAI22
OAI22CS2D3T6,g_OAI22
OAI22CS2D4T6,g_OAI22
OAI22CS2D6T6,g_OAI22
OAI22CS3D0P67,g_OAI22
OAI22CS3D0P67HVT,g_OAI22
OAI22CS3D1,g_OAI22
OAI22CS3D1HVT,g_OAI22
OAI22CS3D2,g_OAI22
OAI22CS3D2HVT,g_OAI22
OAI22CS3D3T6,g_OAI22
OAI22CS3D4T6,g_OAI22
OAI22CS3D6T6,g_OAI22
OAI22D0P67,g_OAI22
OAI22D0P67HVT,g_OAI22
OAI22D1,g_OAI22
OAI22D1HVT,g_OAI22
OAI22D1P33,g_OAI22
OAI22D1P33HVT,g_OAI22
OAI22D1T6,g_OAI22
OAI22D2,g_OAI22
OAI22D2HVT,g_OAI22
OAI22D2T6,g_OAI22
OAI22D3HVT,g_OAI22
OAI22D3T6,g_OAI22
OAI22D4,g_OAI22
OAI22D4T6,g_OAI22
OAI22D6T6,g_OAI22
OAI31CS1D0P67HVT,g_OAI31
OAI31CS1D1T6,g_OAI31
OAI31CS1D2,g_OAI31
OAI31CS1D2HVT,g_OAI31
OAI31CS1D3T6,g_OAI31
OAI31CS1D4T6,g_OAI31
OAI31CS1D6T6,g_OAI31
OAI31CS2D0P67,g_OAI31
OAI31CS2D0P67HVT,g_OAI31
OAI31CS2D1HVT,g_OAI31
OAI31CS2D2HVT,g_OAI31
OAI31CS2D2T6,g_OAI31
OAI31CS2D3T6,g_OAI31
OAI31CS2D4HVT,g_OAI31
OAI31CS2D4T6,g_OAI31
OAI31CS2D6T6,g_OAI31
OAI31CS3D0P67HVT,g_OAI31
OAI31CS3D1HVT,g_OAI31
OAI31CS3D1T6,g_OAI31
OAI31CS3D2T6,g_OAI31
OAI31CS3D3T6,g_OAI31
OAI31CS3D4T6,g_OAI31
OAI31CS3D6T6,g_OAI31
OAI31D0P67,g_OAI31
OAI31D0P67HVT,g_OAI31
OAI31D1,g_OAI31
OAI31D1T6,g_OAI31
OAI31D2,g_OAI31
OAI31D2T6,g_OAI31
OAI31D3,g_OAI31
OAI31D4,g_OAI31
OAI31D6T6,g_OAI31
OAI32CS1D0P67HVT,g_OAI32
OAI32CS1D1HVT,g_OAI32
OAI32CS1D1T6,g_OAI32
OAI32CS1D2T6,g_OAI32
OAI32CS1D3T6,g_OAI32
OAI32CS1D4T6,g_OAI32
OAI32CS1D6T6,g_OAI32
OAI32CS2D1HVT,g_OAI32
OAI32CS2D1T6,g_OAI32
OAI32CS2D2T6,g_OAI32
OAI32CS2D3T6,g_OAI32
OAI32CS2D4T6,g_OAI32
OAI32CS2D6T6,g_OAI32
OAI32CS3D1T6,g_OAI32
OAI32CS3D2T6,g_OAI32
OAI32CS3D3T6,g_OAI32
OAI32CS3D4T6,g_OAI32
OAI32CS3D6T6,g_OAI32
OAI32D1,g_OAI32
OAI32D1T6,g_OAI32
OAI32D2T6,g_OAI32
OAI32D3T6,g_OAI32
OAI32D4T6,g_OAI32
OAI32D6T6,g_OAI32
OAI33CS1D1T6,g_OAI33
OAI33CS1D2T6,g_OAI33
OAI33CS1D3T6,g_OAI33
OAI33CS1D4T6,g_OAI33
OAI33CS1D6T6,g_OAI33
OAI33CS2D1T6,g_OAI33
OAI33CS2D2T6,g_OAI33
OAI33CS2D3T6,g_OAI33
OAI33CS2D4T6,g_OAI33
OAI33CS2D6T6,g_OAI33
OAI33CS3D1T6,g_OAI33
OAI33CS3D2T6,g_OAI33
OAI33CS3D3T6,g_OAI33
OAI33CS3D4T6,g_OAI33
OAI33CS3D6T6,g_OAI33
OAI33D1T6,g_OAI33
OAI33D2T6,g_OAI33
OAI33D3T6,g_OAI33
OAI33D4T6,g_OAI33
OAI33D6T6,g_OAI33
OAOI211CS1D0P67,g_OAOI211
OAOI211CS1D0P67HVT,g_OAOI211
OAOI211CS1D1HVT,g_OAOI211
OAOI211CS1D2HVT,g_OAOI211
OAOI211CS1D2T6,g_OAOI211
OAOI211CS1D3T6,g_OAOI211
OAOI211CS1D4T6,g_OAOI211
OAOI211CS1D6T6,g_OAOI211
OAOI211CS2D0P67,g_OAOI211
OAOI211CS2D0P67HVT,g_OAOI211
OAOI211CS2D1HVT,g_OAOI211
OAOI211CS2D1P33HVT,g_OAOI211
OAOI211CS2D2T6,g_OAOI211
OAOI211CS2D3T6,g_OAOI211
OAOI211CS2D4T6,g_OAOI211
OAOI211CS2D6T6,g_OAOI211
OAOI211CS3D0P67,g_OAOI211
OAOI211CS3D0P67HVT,g_OAOI211
OAOI211CS3D1HVT,g_OAOI211
OAOI211CS3D1P33,g_OAOI211
OAOI211CS3D3T6,g_OAOI211
OAOI211CS3D4T6,g_OAOI211
OAOI211CS3D6T6,g_OAOI211
OAOI211D0P67,g_OAOI211
OAOI211D0P67HVT,g_OAOI211
OAOI211D1,g_OAOI211
OAOI211D1HVT,g_OAOI211
OAOI211D1P33,g_OAOI211
OAOI211D1T6,g_OAOI211
OAOI211D2,g_OAOI211
OAOI211D2HVT,g_OAOI211
OAOI211D2T6,g_OAOI211
OAOI211D3,g_OAOI211
OAOI211D3HVT,g_OAOI211
OAOI211D3T6,g_OAOI211
OAOI211D4,g_OAOI211
OAOI211D6,g_OAOI211
OAOI212CS1D1T6,g_OAOI212
OAOI212CS1D2T6,g_OAOI212
OAOI212CS2D1T6,g_OAOI212
OAOI212CS2D2T6,g_OAOI212
OAOI212CS3D1T6,g_OAOI212
OAOI212CS3D2T6,g_OAOI212
OAOI212D1T6,g_OAOI212
OAOI212D2T6,g_OAOI212
OR2CS1D0P67,g_OR2
OR2CS1D0P67HVT,g_OR2
OR2CS1D10T6,g_OR2
OR2CS1D1HVT,g_OR2
OR2CS1D2T6,g_OR2
OR2CS1D3T6,g_OR2
OR2CS1D4,g_OR2
OR2CS1D8T6,g_OR2
OR2CS2D0P67,g_OR2
OR2CS2D0P67HVT,g_OR2
OR2CS2D10T6,g_OR2
OR2CS2D1HVT,g_OR2
OR2CS2D1P33HVT,g_OR2
OR2CS2D2T6,g_OR2
OR2CS2D3T6,g_OR2
OR2CS2D4T6,g_OR2
OR2CS2D8T6,g_OR2
OR2CS3D0P67,g_OR2
OR2CS3D0P67HVT,g_OR2
OR2CS3D10T6,g_OR2
OR2CS3D1HVT,g_OR2
OR2CS3D1P33,g_OR2
OR2CS3D1P33HVT,g_OR2
OR2CS3D3T6,g_OR2
OR2CS3D4HVT,g_OR2
OR2CS3D4T6,g_OR2
OR2CS3D8T6,g_OR2
OR2D0P67,g_OR2
OR2D0P67HVT,g_OR2
OR2D1,g_OR2
OR2D10T6,g_OR2
OR2D1HVT,g_OR2
OR2D1T6,g_OR2
OR2D1T6HVT,g_OR2
OR2D2,g_OR2
OR2D2HVT,g_OR2
OR2D2T6,g_OR2
OR2D3,g_OR2
OR2D3HVT,g_OR2
OR2D3T6,g_OR2
OR2D4,g_OR2
OR2D4HVT,g_OR2
OR2D4T6,g_OR2
OR2D8,g_OR2
OR2D8T6,g_OR2
OR2X2,g_OR2
OR3CS1D1T6,g_OR3
OR3CS1D2HVT,g_OR3
OR3CS1D2T6,g_OR3
OR3CS1D4T6,g_OR3
OR3CS1D8T6,g_OR3
OR3CS2D1T6,g_OR3
OR3CS2D2T6,g_OR3
OR3CS2D4T6,g_OR3
OR3CS2D8T6,g_OR3
OR3CS3D1T6,g_OR3
OR3CS3D2HVT,g_OR3
OR3CS3D2T6,g_OR3
OR3CS3D4T6,g_OR3
OR3CS3D8T6,g_OR3
OR3D0P67,g_OR3
OR3D1,g_OR3
OR3D1T6,g_OR3
OR3D2,g_OR3
OR3D2T6,g_OR3
OR3D4T6,g_OR3
OR3D8T6,g_OR3
OR3X4,g_OR3
OR4CS1D1T6,g_OR4
OR4CS1D2T6,g_OR4
OR4CS1D4T6,g_OR4
OR4CS1D8T6,g_OR4
OR4CS2D1T6,g_OR4
OR4CS2D2T6,g_OR4
OR4CS2D4T6,g_OR4
OR4CS2D8T6,g_OR4
OR4CS3D0P67HVT,g_OR4
OR4CS3D1T6,g_OR4
OR4CS3D2T6,g_OR4
OR4CS3D4T6,g_OR4
OR4CS3D8T6,g_OR4
OR4D0P67,g_OR4
OR4D1,g_OR4
OR4D1T6,g_OR4
OR4D2,g_OR4
OR4D2T6,g_OR4
OR4D4,g_OR4
OR4D8T6,g_OR4
PGAOPV_AN2D2,g_AN2
PGAOPV_BUFFD12T6,g_BUFF
PGAOPV_BUFFD2,g_BUFF
PGAOPV_BUFFD2T6,g_BUFF
PGAOPV_BUFFD4,g_BUFF
PGAOPV_BUFFD4T6,g_BUFF
PGAOPV_BUFFD8,g_BUFF
PGAOPV_BUFFD8HVT,g_BUFF
PGAOPV_BUFFD8T6,g_BUFF
PGAOPV_CKBD2,g_CKB
PGAOPV_CKBD8,g_CKB
PGAOPV_CKBD8T6,g_CKB
PGAOPV_CKLNQD6,g_CKLNQ
PGAOPV_CKLNQD6HVT,g_CKLNQ
PGAOPV_CKLNQD6T6,g_CKLNQ
PGAOPV_CKLNQD8,g_CKLNQ
PGAOPV_CKLNQD8T6,g_CKLNQ
PGAOPV_CKLNQLPD2,g_CKLNQ
PGAOPV_CKND2,g_CKN
PGAOPV_CKND20T6,g_CKN
PGAOPV_CKND2T6,g_CKN
PGAOPV_DFCNQD2,g_DFCNQ
PGAOPV_DFCNQD2HVT,g_DFCNQ
PGAOPV_DFCNQD2T6,g_DFCNQ
PGAOPV_DFSNQD2,g_DFSNQ
PGAOPV_INR2D2,g_INR2
PGAOPV_INR2D2T6,g_INR2
PGAOPV_INVD12,g_INV
PGAOPV_INVD2,g_INV
PGAOPV_INVD8,g_INV
PGAOPV_LHCND1,g_LHCN
PGAOPV_LHCND1T6,g_LHCN
PGAOPV_LHSND1,g_LHSN
PGAOPV_LND4,g_LN
PGAOPV_LND4HVT,g_LN
PGAOPV_MUX2D2,g_MUX2
PGAOPV_MUX2D2HVT,g_MUX2
PGAOPV_MUX2D2T6,g_MUX2
PGAOPV_OR2D2,g_OR2
PGAOPV_OR2D2PO4,g_OR2
PGAOPV_OR2D2T6,g_OR2
PGAOPV_SDFCND2,g_SDFCN
PGAOPV_SDFCNQD2T6,g_SDFCNQ
PGAOPV_SDFQD2,g_SDFQ
PGAOP_AN2D2,g_AN2
PGAOP_CKLNQD12,g_CKLNQ
PGAOP_INVD2,g_INV
PGAOP_OR2D2,g_OR2
SDFCND1,g_SDFCN
SDFCND1HVT,g_SDFCN
SDFCND1T6,g_SDFCN
SDFCND1T6HVT,g_SDFCN
SDFCND2,g_SDFCN
SDFCND2HVT,g_SDFCN
SDFCND2T6,g_SDFCN
SDFCND4,g_SDFCN
SDFCND4T6,g_SDFCN
SDFCNMDD12T6,g_SDFCN
SDFCNMDD1T6,g_SDFCN
SDFCNMDD2,g_SDFCN
SDFCNMDD4T6,g_SDFCN
SDFCNMDD8T6,g_SDFCN
